context_id,input_query,s3_path,environment_original,weather_condition_original,visibility_original,vehicle_type_original,vehicle_count_original,region_original,pavement_color_original,truck_count_original,truck_color_original,vehicle_color_original,image_angle_original,objects_of_interest_original,mask,s3_lora_uri,lora_trigger_word,split
6c2d7565-1062-403b-82df-c45bd9394e4f,"A rural highway in the southwest USA with a red-brown pavement, sunny weather and active precipitation, features a moderate number of sedans and one blue Ford F150 truck at street level, the vehicles display varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/6c2d7565-1062-403b-82df-c45bd9394e4f_flux_1789425791.png,rural highways,sunny,active precipitation,sedans,moderate number of vehicles,southwest USA,red-brown,one truck (Ford F150),blue,varied colors,street-level,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
34437ada-3415-4602-9c57-055fad41884a,"An overhead view of a foggy urban highway in the northeast USA with active precipitation, featuring a moderate number of sedans and one black Ford F150 truck on a red-brown pavement, the primary focus being the truck.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/34437ada-3415-4602-9c57-055fad41884a_flux_1789426450.png,urban highways,foggy,active precipitation,sedans,moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),black,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
f644cc56-02f5-48b5-82e1-b85f8720ac83,"An urban highway in the southeast USA with a snowy but clear weather condition, featuring a street-level view of very few vehicles, including one gray Ford F150 truck on red-brown pavement, and various colored cars.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/f644cc56-02f5-48b5-82e1-b85f8720ac83_flux_1789425111.png,urban highways,snowy,clear,trucks (Ford F150),very few vehicles,southeast USA,red-brown,one truck (Ford F150),gray,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
2eb8fdfc-8c89-4301-844b-07d8b05b81e3,"An overhead view of a rural highway in the northeast USA with foggy weather and active precipitation, showing very few vehicles including varied colored buses and one blue Ford F150 truck, where the primary focus is a motorcycle visible on the gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/2eb8fdfc-8c89-4301-844b-07d8b05b81e3_flux_1789423902.png,rural highways,foggy,active precipitation,buses,very few vehicles,northeast USA,gray,one truck (Ford F150),blue,varied colors,overhead,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
4127f0b8-6b42-4a15-b7be-cafc750660ed,"A rural highway in the southwest USA with a high density of buses and varied vehicle colors under sunny but hazy conditions; a gray pavement stretches ahead, and a blue Ford F150 truck is visible in the distance, while multiple motorcycles can be seen at street level.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/4127f0b8-6b42-4a15-b7be-cafc750660ed_flux_1789426285.png,rural highways,sunny,hazy,buses,high density of vehicles,southwest USA,gray,one truck (Ford F150),blue,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
d7c04217-4224-4d23-aa76-6a8a58c7be21,"An overhead view of a rural highway in the southwest USA with gray pavement and foggy weather, showing very few vehicles and one white Ford F150 truck as the primary object of interest.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/d7c04217-4224-4d23-aa76-6a8a58c7be21_flux_1789425366.png,rural highways,foggy,clear,SUVs,very few vehicles,southwest USA,gray,one truck (Ford F150),white,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
959a6092-9e58-413c-a5fc-ed7cbf9cd08c,"An overhead view of rural highways in the southwest USA with active precipitation; the road surface is red-brown and features a high density of SUVs in varied colors, alongside one red Ford F150 truck.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/959a6092-9e58-413c-a5fc-ed7cbf9cd08c_flux_1789426264.png,rural highways,rainy,active precipitation,SUVs,high density of vehicles,southwest USA,red-brown,one truck (Ford F150),red,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
0ad860b1-c750-4762-be34-fa8993855e88,"An urban highway in the northeast USA with sunny and clear weather conditions, featuring a street-level view of a moderate number of sedans in varied colors, one black Ford F150 truck, and red-brown pavement, with a bus as the primary object of interest.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/0ad860b1-c750-4762-be34-fa8993855e88_flux_1789423061.png,urban highways,sunny,clear,sedans,moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),black,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
b37a0315-4391-43b8-a882-4e752129a51c,"A rural highway in the southeast USA with a sunny but hazy sky, featuring a street-level view of gray pavement and a moderate number of buses; one gray Ford F150 truck is also present, and buses come in varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/b37a0315-4391-43b8-a882-4e752129a51c_flux_1789425783.png,rural highways,sunny,hazy,buses,moderate number of vehicles,southeast USA,gray,one truck (Ford F150),gray,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
9228a713-88a4-4612-ac70-eaa5a4222616,"An overhead view of an urban highway in the northeast USA during rainy weather with clear visibility, featuring very few vehicles and one blue Ford F150 truck among varied colored SUVs on gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/9228a713-88a4-4612-ac70-eaa5a4222616_flux_1789423947.png,urban highways,rainy,clear,SUVs,very few vehicles,northeast USA,gray,one truck (Ford F150),blue,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
91d7fee1-b726-4bea-afa4-e614747eb534,"An overhead view of a snowy urban highway in the northeast USA with a high density of buses and varied vehicle colors, clear visibility, red-brown pavement, and one gray Ford F150 truck; a motorcycle is also present.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/91d7fee1-b726-4bea-afa4-e614747eb534_flux_1789424183.png,urban highways,snowy,clear,buses,high density of vehicles,northeast USA,red-brown,one truck (Ford F150),gray,varied colors,overhead,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
4d33b25e-7c08-4372-83bb-7fb82c06599c,"An urban highway in the northeast USA with foggy conditions and active precipitation, showing a high density of SUVs and varied vehicle colors from street level, including one red Ford F150 truck, and a notable bus among the vehicles on the gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/4d33b25e-7c08-4372-83bb-7fb82c06599c_flux_1789424964.png,urban highways,foggy,active precipitation,SUVs,high density of vehicles,northeast USA,gray,one truck (Ford F150),red,varied colors,street-level,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
5bebbfaa-0e77-4e84-b863-33d1319ac3eb,"An overhead view of rural highways in the southwest USA during rainy weather with clear visibility and a moderate number of motorcycles; one blue Ford F150 truck is present, while vehicles display varied colors.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/5bebbfaa-0e77-4e84-b863-33d1319ac3eb_flux_1789423527.png,rural highways,rainy,clear,motorcycles,moderate number of vehicles,southwest USA,gray,one truck (Ford F150),blue,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
dd9e8f34-c08e-4e2f-bfb3-b926f9e1e50c,"An overhead view of rural highways in the southeast USA with sunny and clear weather conditions, featuring a moderate number of SUVs in varied colors and one gray Ford F150 truck on a red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/dd9e8f34-c08e-4e2f-bfb3-b926f9e1e50c_flux_1789423024.png,rural highways,sunny,clear,SUVs,moderate number of vehicles,southeast USA,red-brown,one truck (Ford F150),gray,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
25445a19-13f4-4799-8a63-f7ee885f924f,"An overhead view of a rural highway in the southeast USA with a foggy, hazy weather condition, featuring very few vehicles of varied colors and one white Ford F150 truck. The pavement is red-brown.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/25445a19-13f4-4799-8a63-f7ee885f924f_flux_1789422887.png,rural highways,foggy,hazy,buses,very few vehicles,southeast USA,red-brown,one truck (Ford F150),white,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
9d67b87b-7f38-44f4-ab65-991510ad55be,"An urban highway in the southeast USA with red-brown pavement and active snow precipitation has very few vehicles, including one white Ford F150 truck, while objects of interest consist of a motorcycle visible at street level.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/9d67b87b-7f38-44f4-ab65-991510ad55be_flux_1789426412.png,urban highways,snowy,active precipitation,trucks (Ford F150),very few vehicles,southeast USA,red-brown,one truck (Ford F150),white,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
d527665d-fc3b-4f87-8f4a-ede2e5642d22,"An overhead view of a foggy urban highway in the southwest USA with active precipitation, featuring a high density of vehicles and one blue Ford F150 truck among them on red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/d527665d-fc3b-4f87-8f4a-ede2e5642d22_flux_1789422912.png,urban highways,foggy,active precipitation,trucks (Ford F150),high density of vehicles,southwest USA,red-brown,one truck (Ford F150),blue,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
3fd47345-0a83-41b6-b6a6-7e631987416f,"An urban highway in the northeast USA with a sunny but hazy sky, featuring red-brown pavement and very few vehicles of varied colors, including one street-level Ford F150 truck angled black, viewed from a street-level perspective.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/3fd47345-0a83-41b6-b6a6-7e631987416f_flux_1789426293.png,urban highways,sunny,hazy,SUVs,very few vehicles,northeast USA,red-brown,one truck (Ford F150),black,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
7729ac59-d551-417b-b5b0-ce577f194e8a,"A snowy rural highway in the northeast USA with active precipitation, featuring a street-level view of moderate number of SUVs in varied colors and one black Ford F150 truck, set against a red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/7729ac59-d551-417b-b5b0-ce577f194e8a_flux_1789424059.png,rural highways,snowy,active precipitation,SUVs,moderate number of vehicles,northeast USA,red-brown,one truck (Ford F150),black,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
39690d5b-f060-419b-ba67-3d0e912769e0,"An overhead view of an urban highway in the southwest USA with red-brown pavement and clear visibility despite rainy weather; very few motorcycles are present, one white Ford F150 truck is visible, and various colored vehicles including a bus are also seen.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/39690d5b-f060-419b-ba67-3d0e912769e0_flux_1789426479.png,urban highways,rainy,clear,motorcycles,very few vehicles,southwest USA,red-brown,one truck (Ford F150),white,varied colors,overhead,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
9cfde939-8035-43e5-ae37-fa4c83b6bb1c,"An overhead view of an urban highway in the northeast USA with active snow precipitation, featuring a moderate number of motorcycles in varied colors and one blue Ford F150 truck, all against a gray pavement environment.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/9cfde939-8035-43e5-ae37-fa4c83b6bb1c_flux_1789424509.png,urban highways,snowy,active precipitation,motorcycles,moderate number of vehicles,northeast USA,gray,one truck (Ford F150),blue,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
4f7f21a3-e49e-4792-9a66-c37ac92fb8cf,"An overhead view of a foggy urban highway in the northeast USA with gray pavement and moderate number of varied-colored SUVs, one blue Ford F150 truck, and a bus visible in the scene.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/4f7f21a3-e49e-4792-9a66-c37ac92fb8cf_flux_1789425496.png,urban highways,foggy,clear,SUVs,moderate number of vehicles,northeast USA,gray,one truck (Ford F150),blue,varied colors,overhead,bus,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
bdaf9ea5-57f9-42ee-b78b-2973036894dd,"On a sunny day with clear visibility in the southwest USA, a street-level view shows moderate numbers of vehicles on an urban highway, including one red Ford F150 truck among cars of varied colors, all driving on gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/bdaf9ea5-57f9-42ee-b78b-2973036894dd_flux_1789426009.png,urban highways,sunny,clear,trucks (Ford F150),moderate number of vehicles,southwest USA,gray,one truck (Ford F150),red,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
62d5bb62-6bbc-4c4e-a45b-73afa318f5b2,"A rural highway in the southeast USA with a snowy, hazy environment, gray pavement, and very few vehicles of varied colors visible at street level; one blue Ford F150 truck is also present, and there are no buses in sight.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/62d5bb62-6bbc-4c4e-a45b-73afa318f5b2_flux_1789424813.png,rural highways,snowy,hazy,buses,very few vehicles,southeast USA,gray,one truck (Ford F150),blue,varied colors,street-level,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
af28857c-e42f-4623-a18b-7c04917341d3,"An overhead view of a rural highway in the southeast USA with a snowy, hazy environment; very few motorcycles are visible, and one gray Ford F150 truck is present, standing out as the primary object of interest on the red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/af28857c-e42f-4623-a18b-7c04917341d3_flux_1789424455.png,rural highways,snowy,hazy,motorcycles,very few vehicles,southeast USA,red-brown,one truck (Ford F150),gray,varied colors,overhead,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
ae5137d7-b273-4d7d-8041-2b3f5f3c5c33,"A rural highway in the northeast USA with a red-brown pavement, sunny and clear weather, very few varied-colored SUVs, one blue Ford F150 truck, and a motorcycle visible at street level.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/ae5137d7-b273-4d7d-8041-2b3f5f3c5c33_flux_1789425135.png,rural highways,sunny,clear,SUVs,very few vehicles,northeast USA,red-brown,one truck (Ford F150),blue,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
34417354-3b01-49d2-9af8-4f0f1e9d385c,"An overhead view of a rural highway in the southwest USA with active snowy weather and very few vehicles, featuring a gray Ford F150 truck and varied colored cars on a gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/34417354-3b01-49d2-9af8-4f0f1e9d385c_flux_1789424829.png,rural highways,snowy,active precipitation,trucks (Ford F150),very few vehicles,southwest USA,gray,one truck (Ford F150),gray,varied colors,overhead,car,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
95c55e0c-f7c0-404f-b285-474786630b3a,"An overhead view of a rainy urban highway in the southwest USA with clear visibility, featuring a moderate number of buses and varied colored vehicles, including one gray Ford F150 truck, and a single motorcycle present on the red-brown pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/95c55e0c-f7c0-404f-b285-474786630b3a_flux_1789425419.png,urban highways,rainy,clear,buses,moderate number of vehicles,southwest USA,red-brown,one truck (Ford F150),gray,varied colors,overhead,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
bfef8870-35db-427d-8721-9af74d83ad18,"A foggy scene on a rural highway in the southeast USA with active precipitation, featuring a street-level view of multiple gray SUVs and one red Ford F150 truck, the vehicles displaying varied colors against the gray pavement.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/bfef8870-35db-427d-8721-9af74d83ad18_flux_1789426231.png,rural highways,foggy,active precipitation,SUVs,moderate number of vehicles,southeast USA,gray,one truck (Ford F150),red,varied colors,street-level,truck,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
f45f9aac-2f83-4d66-bec3-f609b95741f4,"A foggy rural highway in the southeast USA with hazy visibility, gray pavement, and a moderate number of motorcycles of varied colors visible at street level; one gray Ford F150 truck is also present.",f5ddba02-4295-48d9-8ad5-ba8583871323/bc6ba36c-aa02-4630-a0ea-4150b9b69e36/Synthetic/f45f9aac-2f83-4d66-bec3-f609b95741f4_flux_1789426141.png,rural highways,foggy,hazy,motorcycles,moderate number of vehicles,southeast USA,gray,one truck (Ford F150),gray,varied colors,street-level,motorcycle,,s3://auto-lora/f5ddba02-4295-48d9-8ad5-ba8583871323/1466b03e-841d-4c45-975e-c6900af67662/lora_weights.safetensors,$txc,train
